,WT_R1,WT_R2,WT_R3,WT_R4,A3_R1,A3_R2,A4_R1,A4_R2,DRelA_R1,DRelA_R2
PP_0219,1.693475422,1.441210332,1.579184424,1.235835185,1.655751259,0.719697836,1.094246065,1.894465911,4.190682815,4.750682788
PP_0220,1.007535484,1.500148977,1.108319667,1.36510842,1.807884242,1.394955451,2.588738217,2.947914132,4.434996241,5.025910067
PP_0221,0.485366733,1.105343009,1.22306923,1.399096773,1.058532144,0.761022409,1.590398642,2.098883745,4.230006041,5.047220678
PP_0222,0.300131735,1.301483013,1.256336136,0.70591431,1.001280626,0.586991401,3.033768952,3.324687338,4.203083162,5.22352686
PP_0223,0.608775538,0.38105338,0.90749584,0,0.191726947,0.296267459,3.33917206,2.792158845,5.030484483,5.519210908
PP_0224,0.827122264,1.130101279,1.444657204,0.769178712,0.878429491,0.641804862,3.055629366,3.535267254,5.802726437,6.363012049
PP_0225,7.45371559,7.540606169,7.289671199,7.241487034,8.769341937,8.680335042,7.839643914,7.965325207,6.997150737,7.060280458
PP_0226,6.786481545,6.826223302,6.801356192,6.803964934,8.259135412,8.010951659,7.266703956,7.456066754,5.922098929,6.021699788
PP_0227,9.183032631,9.23965959,8.934627304,8.925668773,9.2234282,9.316075879,8.534270272,8.460478917,7.513469386,7.787144771
PP_0228,6.47714208,6.400050581,6.698998127,6.579963473,6.690358669,6.564567267,6.36608235,6.442952297,6.308579228,6.733853016
PP_0229,4.41393506,4.410504229,4.21005358,4.329308877,4.8783805,4.645950343,4.317812634,4.269010548,4.460058477,4.540480383
PP_0230,3.149711347,2.890398592,3.07618349,4.214226028,2.583057926,2.503515212,3.770273467,4.297277039,5.346630415,5.689660577
PP_0231,1.539518773,1.463079433,1.184309685,2.131953932,2.523549269,2.655307904,4.091014478,4.344182678,4.682337373,3.835324866
PP_0232,2.395933603,2.014133025,2.3403042,3.036155224,1.947880663,1.15974288,3.533642659,3.631104171,4.308843979,4.67111882
PP_0233,4.127855637,4.066567405,4.016027696,4.92914638,2.707873173,2.621389278,4.242973368,4.443018949,5.881085375,5.76748636
PP_0234,12.20757242,11.30593968,10.99231902,8.896030144,8.687190004,8.435422515,9.176360287,9.148654802,9.899031399,10.06755917
PP_0235,7.837848104,7.850008149,8.083364371,8.490758105,6.34568656,6.278116206,6.109610041,6.223553917,8.105422575,7.917521949
PP_0236,3.420005213,3.677621814,5.121640598,5.308249113,2.644842338,3.04559953,5.721281722,5.687409829,6.305329323,6.101772737
PP_0237,2.316259215,1.877372323,2.111098414,1.979033394,1.483416298,1.660190702,4.948353966,5.584354036,6.750366923,6.923532247
PP_0238,2.655214702,2.018483132,2.181532218,2.320944499,2.427560719,1.723008063,5.555614839,6.033508274,7.574499928,8.002883899
PP_0239,1.681646435,1.824895042,1.652188975,1.544698332,1.851401108,1.628493022,5.271445579,5.624770966,7.019051836,7.637353794
PP_0240,1.663231461,0.749075013,2.226914454,2.732549527,2.562548466,2.303221899,5.507718525,5.855206469,7.088328866,7.540274732
PP_0241,3.980140028,2.79869034,4.624854202,4.712287708,0.848303192,2.073595846,3.076142149,3.474258595,8.325206709,9.591992329
PP_0242,4.935286027,5.491539377,5.253107137,5.464368629,6.233425374,5.624467579,6.118207397,6.276152287,6.694798362,6.839316277
PP_0243,7.249197713,7.380539103,7.061488639,6.749387473,8.145364232,7.831009144,8.461173713,8.422297617,7.600071835,7.969216257
PP_0244,4.072910147,4.265301343,3.842264426,4.031103479,4.107728213,4.698378017,5.822995676,5.843834944,6.78677184,6.344420607
PP_0245,6.143239258,6.34680699,5.944014033,5.461448621,7.146886925,6.866037165,8.254279322,8.303730709,7.496591144,7.282204997
PP_0246,7.750953899,7.730200892,7.499871529,7.607953779,8.189597391,8.202557213,8.016315017,8.055365677,7.525550815,7.944211289
PP_0247,6.585058309,6.908180427,6.484569508,6.500509103,9.088793824,8.990607239,8.688233105,8.815210365,7.072017915,7.333034108
PP_0248,6.313037357,6.307381246,6.077862081,5.909749462,6.510844392,6.75742346,6.143314876,6.266378959,5.648907507,5.566064847
PP_0249,6.334007341,6.261555706,6.074998805,5.999641892,5.756336745,5.689539266,5.165621095,5.152922364,4.994310927,5.167277232
PP_0250,6.802606937,6.952196297,6.663659352,6.98243858,6.214625185,7.025278586,6.169057744,5.750185289,4.49314498,4.307216503
PP_0251,5.978545127,6.211232901,6.217404746,6.112446826,4.239700519,4.275982802,5.094264931,5.287180338,6.279023705,6.09524158
PP_0252,7.402658644,7.488248155,7.606217295,7.659130008,8.213819278,7.950797611,8.373830428,8.473337672,7.866588747,8.141762798
PP_0254,5.848084856,5.811457346,6.561660703,6.378453833,5.47952831,5.621003929,3.453281386,3.99058018,4.366064753,4.833489263
PP_0255,5.930159024,6.082835758,6.292622064,6.478607387,5.009878597,5.09147623,4.622502655,4.645725625,6.050394103,5.843658345
PP_0256,5.554215571,5.593849275,5.44591145,5.824540744,5.511697872,5.48151917,4.357144154,4.313886959,4.558701438,4.909225513
PP_0257,5.134162728,5.208023448,4.683538532,5.158787005,4.557372151,4.84750353,3.294655305,3.905003833,2.545877833,3.498614175
PP_0258,12.10736273,12.16168083,11.93631995,12.65751179,9.787185586,10.62665865,8.93576159,8.901362933,8.499415919,8.952191143
PP_0259,4.537349277,4.686868115,4.518534713,4.465650422,4.328740253,4.3581411,4.660690159,4.403388466,4.035054912,4.537078838
PP_0260,6.747483477,6.593982528,6.472529327,6.206042022,6.935395929,6.672865052,6.760236574,6.556405298,6.303405364,6.643453838
PP_0261,5.285197273,5.484041742,5.764928074,5.838350987,6.873984599,6.534485565,6.168821208,6.298586497,5.852302526,6.030733318
PP_0262,4.128777999,4.703646423,4.791644291,5.187419383,5.958566159,5.731123507,5.609154824,5.885282039,4.913784665,4.853868771
PP_0263,4.371932762,4.432636825,4.618408632,4.864673037,5.554931831,5.255333874,5.466707362,5.628650061,4.438188648,5.080961536
PP_0264,4.166403576,4.176868738,4.109805835,4.110192303,4.378342309,4.4402054,4.679709277,4.889558316,4.424060284,4.205856589
PP_0265,7.430602693,7.343425787,7.399757547,7.819302091,6.62173477,7.009291061,5.074962877,5.133541587,5.422979784,5.607078705
PP_0266,7.08334254,7.011490592,6.883455246,6.901069497,5.815934092,5.762896782,5.580505373,5.547050643,5.673518709,6.134797239
PP_0267,2.593006867,2.66699665,2.071733985,2.524953945,2.304984478,1.935354028,2.467730423,2.026147608,2.532537843,4.172925535
PP_0268,9.940941023,10.0372169,9.647308659,9.421883898,8.205786427,7.935319078,8.50824232,8.430736618,8.991138495,9.085362763
PP_0269,1.806685967,1.780158874,1.415323718,1.288336819,1.296837369,1.503857182,1.508494623,1.126615222,1.079629111,1.541547633
PP_0270,2.016448919,1.46148353,1.600527533,1.695178516,2.226257452,1.601625917,2.311313886,2.369630482,2.829597081,3.34678647
PP_0271,3.02111786,3.075363756,2.366297287,2.550120587,1.960030002,0.975204208,2.452746044,1.902852349,3.126423452,4.973322748
PP_0272,0.93120711,0.973849785,1.469336147,1.099214529,0.539315662,0.570154276,0.71181165,0.562969827,1.055065903,1.255423702
PP_0273,8.228914637,7.881173274,8.614994169,8.367695284,6.799319693,7.465437011,7.376305257,7.393718472,8.565150819,8.685821426
PP_0274,6.069883786,5.792805479,6.817016949,6.690538936,6.530009396,6.658102744,6.485487925,6.501987893,5.013448548,5.245338083
PP_0275,1.685800351,2.139017592,2.306110537,2.595236369,3.868538331,4.471296646,5.228512158,4.102810349,2.401103982,0
PP_0276,5.923849145,6.204446663,6.118806799,6.342284482,3.255582976,4.075286859,4.107991876,3.476277001,5.061914751,5.43706567
PP_0277,0.715020431,2.625648752,1.439537129,0.907232203,2.551669112,2.292780676,1.464525523,3.15393016,1.798213284,3.28855287
PP_0278,3.984108907,4.112459553,4.660044864,3.886916955,2.21685871,3.289613648,1.510178429,2.229126874,3.668201574,2.121144098
PP_0279,3.556139929,3.808085087,3.402727996,3.676517715,3.787304785,3.9033447,3.501698487,3.506420353,2.19932244,2.988542718
PP_0280,4.827160227,4.97597845,5.703487041,5.238052207,6.542962112,6.347432552,4.771635273,5.047809656,5.28912374,5.678005338
PP_0281,5.290199042,5.206674436,5.034175338,4.966925121,6.987350285,6.773176561,5.733129484,5.863894053,5.620617968,5.303446207
PP_0282,10.05654399,10.07950234,9.593529662,9.525747985,10.17574853,10.15930145,8.657441847,8.479687628,8.06616597,8.15457538
PP_0283,6.924072147,6.777097126,6.477395093,6.16757321,8.493725965,8.622910793,7.660551453,7.538520045,6.512909085,6.402544592
PP_0284,4.957143317,4.774353903,4.674513262,4.615380052,5.514256707,5.187808704,3.141404667,3.413061408,3.682083669,3.800677156
PP_0285,4.947251051,5.669102038,5.432408821,4.933299907,6.131195296,6.531404522,6.325694376,6.577647615,6.943522135,6.300995151
PP_0286,5.777654798,5.680286627,5.52516045,5.280802398,6.546072779,6.468556991,6.767648828,6.823993472,6.399962793,6.302849438
PP_0287,6.775872145,6.780665557,6.371372245,6.359297949,7.418288315,7.350044059,7.851415023,7.922597476,6.697471345,6.66115262
PP_0288,4.704535298,4.536857683,4.278380313,4.035440748,4.760746917,4.961253838,3.346354973,3.46332262,4.590674376,4.818189695
PP_0289,8.425261014,8.556579339,7.987929016,7.846851844,9.30105279,9.129025069,9.806818057,9.886252394,8.588696459,8.353424938
PP_0290,6.378390509,6.712789864,6.517803706,6.321840525,8.265188057,8.107852061,8.799328108,8.703752518,7.708078515,7.206601566
PP_0291,3.511735743,3.00892476,3.196851397,3.758112353,4.816568496,4.840184592,5.425533787,5.477615964,5.557833463,4.938942163
PP_0292,6.898148378,7.254645599,7.080997721,6.849462843,6.608734947,6.426328278,7.097277771,6.886377303,8.024812942,7.663742205
PP_0293,6.425700446,6.942716967,6.586450999,6.492151152,7.496113641,7.251471435,7.702096469,7.802895371,7.513724069,7.208759518
PP_0294,7.122660393,7.146867431,6.670356326,7.105336458,8.941716351,8.937433039,6.491541162,6.685399482,4.352204574,4.817581742
PP_0295,6.436040004,6.487876295,6.300738,6.582422866,6.777156586,6.711017051,4.124962001,4.557197807,3.747746601,4.026646005
PP_0296,7.791416698,8.023713481,7.454063604,7.841196601,8.404498679,8.442195574,6.085534744,6.169861899,4.725621104,5.198117164
PP_0297,2.375681721,1.826465369,1.92444501,1.688651069,1.963073402,1.44271914,1.187143916,1.760842809,1.086690468,1.452056397
PP_0298,5.883680427,5.415296673,5.0806757,5.555325977,6.584852062,6.332238962,2.770491724,2.951310119,3.573165951,3.397201062
PP_0299,6.439068309,6.421583183,6.489833192,5.929527904,5.128517919,5.555349955,3.713042739,3.795111346,4.156518608,4.126633089
PP_0300,5.126543059,4.943706552,4.643402853,4.602402412,4.703001915,4.812641945,3.627424616,3.777645413,2.85629703,3.290923349
PP_0301,3.247095697,2.780252084,2.785599194,2.494898318,2.930453824,2.658037406,1.666667421,1.922129306,2.483764313,2.601261925
PP_0302,2.053508783,2.942069996,2.606673128,2.406065296,3.124862897,3.133908508,2.432371749,2.878676331,2.071442335,2.413911554
PP_0303,2.684899386,2.369973029,2.209060509,1.894230271,2.900915711,3.068453902,1.729953997,1.16254554,1.631122299,1.48541794
PP_0304,3.269945263,2.777643623,2.961217755,2.431817742,3.651525039,3.87705515,1.516104158,1.39174264,0.9871398,1.53433373
PP_0305,5.335743782,5.396776262,5.23841378,5.31990871,6.137521575,6.074284561,4.838937493,5.185775992,3.924241102,4.611202733
PP_0306,5.028389476,4.660460864,3.734954705,4.128419436,4.45530228,4.495736423,4.78222157,4.593899672,4.388323326,4.443211958
PP_0307,5.552368294,5.375846948,5.193429838,5.102652932,4.281795025,4.757862413,5.123788431,4.478174491,4.489273615,4.345985619
PP_0308,2.819917552,2.99648176,2.425639724,3.066491758,5.78886851,5.859263997,2.742437581,2.266321545,1.94389314,2.342692398
PP_0309,2.987971206,2.04426642,2.894790997,2.35443204,4.269213776,3.9201037,2.703306496,2.104416551,2.343544512,2.247059979
PP_0310,2.821020886,2.844099234,2.529808249,2.607561738,5.022462903,4.578880544,2.845431182,3.313305692,2.294401502,2.283057154
PP_0311,1.757111027,2.0424008,1.460820778,1.538097665,2.971628117,2.697937451,1.524164762,1.595356338,1.456099116,2.092429556
PP_0312,1.495443333,1.885252078,1.451298383,1.940258477,3.632335875,3.592346759,2.113505319,1.874890215,2.09187813,1.775343039
PP_0313,1.520887645,2.27142345,0.636463328,1.273512047,4.795578356,4.442844011,3.104022941,3.294657104,1.381201719,1.196049605
PP_0314,4.733299886,4.697436094,4.640661605,4.452910227,3.971845185,3.468730162,2.963850803,2.979362646,3.174508959,3.812926588
PP_0315,3.398251335,3.583842446,2.653785357,3.521852935,5.366899963,5.228426575,2.808648799,2.896252642,3.229238322,3.09571008
PP_0316,4.952429431,4.764021279,4.437637145,4.615053108,6.109173331,5.905868953,4.772818378,5.148317997,4.081859431,3.977572828
PP_0317,1.750918413,2.470117341,2.486579111,2.478613763,3.407017917,3.163759907,2.758817911,2.848985314,2.9733212,2.499768859
PP_0318,6.131915628,5.76394986,6.803634258,6.684868822,8.09935395,8.720615691,8.957645842,8.571128205,8.007496551,7.798885346
PP_0319,6.811394382,7.020195411,6.828502558,6.217882631,7.828103942,7.778406235,8.601221727,8.605097123,9.6268487,9.019709512
PP_0320,4.809748571,4.173987305,4.280569771,3.769961154,6.247414577,5.800571084,5.050596039,4.98002378,4.659955017,4.542859399
PP_0321,7.222760679,7.28303643,6.906111396,6.402511788,6.725784132,6.623224711,5.618553683,5.751291534,6.059456601,6.188513041
PP_0322,5.63482674,5.520026369,5.215559949,5.143845382,4.999999179,4.667698944,3.142217106,3.120089743,3.340800806,3.920010818
PP_0323,5.078638127,5.382555021,4.781299141,4.794197175,4.721731538,4.69599963,3.557747123,3.207695082,3.686487476,4.01133934
PP_0324,4.838039595,5.3384695,4.181801346,3.871668515,5.913336009,5.458915934,4.058768883,4.405192661,3.793624749,3.541969785
PP_0325,5.816483401,5.833771633,5.518924164,5.414583939,5.925417772,5.663688223,4.404502917,4.432499398,4.442608772,4.643461147
PP_0326,4.730583234,4.457821923,4.541143378,4.550804103,5.871080894,5.558745297,4.592753285,4.080946573,3.613118974,3.950817524
PP_0327,6.474702452,6.292902364,5.847069356,5.927769998,5.474802071,5.104445546,4.305869493,4.116976378,4.984094133,4.884822769
PP_0328,4.974813107,4.660989566,4.540864648,4.815196998,6.582971622,6.392967639,3.057639235,3.417515483,2.945864361,3.454058108
PP_0329,5.290705557,5.641566553,4.551240095,4.865729442,4.449029892,4.843307438,4.379672576,4.07864777,2.880128333,3.266105568
PP_0330,3.842129611,3.406421414,3.643818363,3.490740774,3.326294075,3.65386436,3.269192125,4.117307686,3.090052523,2.983643491
PP_0331,2.563565087,2.440131733,2.399210899,1.857119083,2.76165168,2.446574846,2.350656244,1.46120836,1.161756433,2.065338739
PP_0332,4.891602997,4.685026701,4.562678545,4.533370678,5.551875466,5.594439945,5.775443896,5.654597114,4.902943526,4.837001867
PP_0333,5.932187868,5.448895312,4.98637872,4.5913706,5.337780339,5.647045466,4.554170688,4.307345923,3.597661228,4.17597428
PP_0334,5.463365067,5.500115442,5.117768028,5.123563324,6.027461845,5.842255823,5.090178136,5.218493187,5.50509862,5.305721358
PP_0335,7.065229123,6.835223678,7.086744048,6.924350501,7.145817063,6.987709323,6.98864434,7.147808135,6.446763305,6.651260779
PP_0336,7.176131751,7.399894072,7.058088787,7.008130114,7.675915998,7.452948921,7.585524646,7.606709313,6.682356108,7.107121357
PP_0337,6.380816317,6.461657701,6.355125294,6.161259959,6.644366848,6.500848366,5.816229703,5.841316825,6.32273849,6.355171828
PP_0338,9.147718126,9.25875879,9.457298033,9.63795982,10.58079336,10.37534872,11.29860835,11.38601939,10.26924188,10.49236084
PP_0339,10.11627041,10.32846211,10.05189949,10.20301982,10.82903002,10.65916695,11.6482046,11.70071684,11.09462203,11.20873321
PP_0340,7.034573451,7.016850829,6.765360797,6.799121243,7.490025406,7.414963467,6.731642702,6.752936732,6.316994739,6.603537854
PP_0341,6.041168063,5.895320916,6.191684378,6.157556452,7.4942684,7.354119651,7.439590859,7.583895223,6.222584885,6.231946912
PP_0342,6.510550911,6.541887644,6.075401696,5.952087291,7.410197623,7.278592136,7.303960247,7.297536701,7.052938963,7.020413318
PP_0343,6.370775312,6.477118307,6.396772387,6.157085438,6.582892377,6.342647996,6.532235417,6.502353614,6.702571983,6.718047969
PP_0344,6.267163163,6.380112344,6.320869823,6.243353999,6.951154206,6.975050034,6.870020687,7.141125431,6.872227977,6.896972798
PP_0345,6.407567901,6.909319247,6.344577452,6.427045144,6.851141729,6.803605872,6.830006242,6.825488043,7.23263565,7.302173793
PP_0346,6.105419223,5.982311633,5.994048625,6.367456874,6.801771527,6.636051766,6.442340953,6.371390154,6.312177119,6.53926446
PP_0347,6.04379333,6.292505028,6.187667488,6.459411379,6.860805416,6.675034127,6.303660898,6.519397797,6.478309922,6.499178515
PP_0348,1.591361684,1.610559058,1.46768228,2.049645795,1.245206792,0.925438407,0.705915069,1.016734662,1.222282687,1.653090076
PP_0349,1.369388929,1.994359215,1.638548159,1.907081934,0.553584464,1.000184322,1.291609388,0.669952969,0.637916209,1.654149628
PP_0350,1.292536304,1.456975586,0.976234136,1.17559193,0.192464365,0.802337705,2.206295284,1.53281637,1.408333425,2.417049374
PP_0351,2.590298343,2.989272347,2.85916118,2.353947373,1.747115177,1.012743396,3.138605088,2.845061,1.387681843,3.563227013
PP_0352,2.64225834,3.452255292,2.666996757,2.785008878,1.416854984,1.226067307,3.009022481,2.873959871,2.527365057,4.489816229
PP_0353,6.302608354,4.958456546,4.763095139,1.913225095,1.782143087,1.563772282,1.287900042,1.793233469,2.016197718,3.432881196
PP_0354,8.064704795,6.868277217,6.110809666,3.135575288,2.861983545,2.389068255,2.488861078,2.277476624,3.141968523,5.047740763
PP_0355,3.509971944,3.834126417,2.357103384,2.023735761,4.872243366,4.680167075,4.968307193,5.040074376,2.556309752,2.719388485
PP_0356,8.440314343,8.255697228,7.890216695,7.596528625,7.844990188,7.564147024,7.049134105,7.130234782,7.367885144,7.247471593
PP_0357,6.846921129,6.571772177,6.523059622,6.814229134,8.309718909,8.537009,5.168679443,5.33093912,3.622613772,3.887624852
PP_0358,3.749285272,3.611073385,4.729082447,4.861231643,4.121925989,4.176144023,3.723184981,3.375872385,4.40652195,4.825638384
PP_0359,4.372208036,4.754542764,4.297757218,4.531362762,4.266499876,4.053014088,3.930067111,3.98099059,4.135582821,4.737908168
PP_0360,3.949204109,4.254311823,3.982739398,4.33222063,6.407588058,6.553324677,5.91520423,5.948131048,3.306820377,3.668011266
PP_0361,3.150009488,3.7654236,4.117069987,4.122841658,3.629182583,3.468730162,2.322273757,3.084947339,2.789904753,3.012749224
PP_0362,7.218879207,7.96375663,7.450047224,7.36217473,5.846214462,5.651785353,7.630370667,7.438517587,7.689436256,7.740716554
PP_0363,5.521795217,6.019575765,6.297701599,6.14789184,5.166479105,5.275309655,6.318641853,6.211264674,6.968827817,7.017258999
PP_0364,6.607160485,6.825056139,7.036017797,7.214316958,6.332968361,6.035782875,6.000425315,6.088890448,6.841327383,6.77853411
PP_0365,5.791073899,5.890893466,6.508656461,6.67463704,6.385522458,6.246188903,5.911549379,5.942207761,6.347948292,6.582132892
